Rank,Previous Rank,First Appearance,First Rank,Name,Computer,Site,Manufacturer,Country,Year,Segment,Total Cores,Accelerator/Co-Processor Cores,Rmax [TFlop/s],Rpeak [TFlop/s],Nmax,Nhalf,HPCG [TFlop/s],Power (kW),Power Source,Power Effeciency [GFlops/Watts],Architecture,Processor,Processor Technology,Processor Speed (MHz),Operating System,OS Family,Accelerator/Co-Processor,Cores per Socket,Processor Generation,System Model,System Family,Interconnect Family,Interconnect,Region,Continent,Site ID,System ID
44,40.0,48,20,Cheyenne,"SGI ICE XA, Xeon E5-2697v4 18C 2.3GHz, Infiniband EDR",National Center for Atmospheric Research (NCAR),HPE,United States,2016,Research,144900,,4788.19,5332.32,5171520.0,,87.28,1727.0,Submitted,2.773,Cluster,Xeon E5-2697v4 18C 2.3GHz,Intel Broadwell,2300,SUSE Linux Enterprise Server 12 SP1,Linux,None,18,Intel Xeon E5 (Broadwell),SGI ICE XA,SGI ICE,Infiniband,Infiniband EDR,North America,Americas,48418,178965
48,43.0,52,38,Advanced Computing System(PreE),"Sugon TC8600, Hygon Dhyana  32C 2GHz, Deep Computing Processor, 200Gb 6D-Torus",Sugon,Sugon,China,2018,Vendor,163840,131072.0,4325.0,6134.1696,1876000.0,,,380.0,Submitted,11.382,Cluster,Hygon Dhyana 32C 2GHz,AMD x86_64,2000,CentOS,Linux,Deep Computing Processor,32,Hygon Dhyana,Sugon TC8600,Sugon Cluster,Gigabit Ethernet,200Gb 6D-Torus,Eastern Asia,Asia,50797,179593
49,44.0,39,48,Vulcan,"BlueGene/Q, Power BQC 16C 1.600GHz, Custom Interconnect",DOE/NNSA/LLNL,IBM,United States,2012,Research,393216,,4293.306,5033.165,,,80.894,1972.0,Submitted,2.177,MPP,Power BQC 16C 1.6GHz,PowerPC,1600,Linux,Linux,None,16,Power BQC,BlueGene/Q,IBM BlueGene,Custom Interconnect,Custom Interconnect,North America,Americas,49763,177732
51,46.0,53,46,,"Apollo 6500 XL270d Gen10, Xeon Gold 6140 18C 2.3GHz, Mellanox InfiniBand EDR, NVIDIA Tesla V100 SXM2",Research Institute,HPE,Japan,2019,Research,70416,66560.0,4128.0,5783.808,1843200.0,,94.291,,,,Cluster,Xeon Gold 6140 18C 2.3GHz,Intel Skylake,2300,CentOS,Linux,NVIDIA Tesla V100 SXM2,18,Xeon Gold,Apollo 6500 XL270d Gen10,HP Apollo,Infiniband,Mellanox InfiniBand EDR,Eastern Asia,Asia,50810,179698
52,47.0,51,34,JOLIOT-CURIE SKL,"Bull Sequana X1000, Xeon Platinum 8168 24C 2.7GHz, Mellanox EDR",CEA/TGCC-GENCI,Atos,France,2017,Research,79488,,4065.55,6635.52,5861568.0,,52.684,917.0,Submitted,4.434,Cluster,Xeon Platinum 8168 24C 2.7GHz,Intel Skylake,2700,bullx SCS,Linux,None,24,Xeon Platinum,Bull Sequana X1000,Bull Sequana,Infiniband,Mellanox InfiniBand EDR,Western Europe,Europe,50414,179411
53,48.0,45,12,Abel,"Cray XC30, Xeon E5-2698v3 16C 2.3GHz, Aries interconnect ",Petroleum Geo-Services,Cray/HPE,United States,2015,Industry,145920,,4042.46,5369.856,8338176.0,,,1800.0,Submitted,2.246,MPP,Xeon E5-2698v3 16C 2.3GHz,Intel Haswell,2300,Cray Linux Environment ,Linux,None,16,Intel Xeon E5 (Haswell),Cray XC30,Cray XC,Custom Interconnect,Aries interconnect ,North America,Americas,48602,178556
54,49.0,43,19,,"Cray XC40, Xeon E5-2695v4 18C 2.1GHz, Aries interconnect ",ECMWF,Cray/HPE,United Kingdom,2016,Research,126468,,3944.68,4249.325,7171008.0,,65.457,1897.02,Derived,2.079,MPP,Xeon E5-2695v4 18C 2.1GHz,Intel Broadwell,2100,Cray Linux Environment ,Linux,None,18,Intel Xeon E5 (Broadwell),Cray XC40,Cray XC,Custom Interconnect,Aries interconnect ,Northern Europe,Europe,47752,178431
55,50.0,47,18,,"Cray XC40, Xeon E5-2695v4 18C 2.1GHz, Aries interconnect ",ECMWF,Cray/HPE,United Kingdom,2016,Research,126468,,3944.68,4249.325,7171008.0,,65.457,1897.02,Derived,2.079,MPP,Xeon E5-2695v4 18C 2.1GHz,Intel Broadwell,2100,Cray Linux Environment ,Linux,None,18,Intel Xeon E5 (Broadwell),Cray XC40,Cray XC,Custom Interconnect,Aries interconnect ,Northern Europe,Europe,47752,178749
56,52.0,46,49,JURECA,"T-Platforms V-Class/Dell C6320P, E5-2680v3/Phi 7250-F, EDR/Intel Omni-Path/ParTec ParaStation, Tesla K80/K40",Forschungszentrum Juelich (FZJ),"T-Platforms, Intel, Dell",Germany,2015,Research,155150,4110.0,3782.57,6563.84,5321904.0,,68.343,1345.28,Submitted,2.812,Cluster,Xeon E5-2680v3 12C 2.5GHz,Intel Haswell,2500,CentOS,Linux,NVIDIA Tesla K80,12,Intel Xeon E5 (Haswell),T-Platforms V-Class Cluster,T-Platforms Cluster,Infiniband,Infiniband EDR,Western Europe,Europe,47871,178718
57,53.0,51,39,Pratyush,"Cray XC40, Xeon E5-2695v4 18C 2.1GHz, Aries interconnect ",Indian Institute of Tropical Meteorology,Cray/HPE,India,2018,Research,119232,,3763.94,4006.195,5935104.0,,,1353.23,Submitted,2.781,MPP,Xeon E5-2695v4 18C 2.1GHz,Intel Broadwell,2100,Cray Linux Environment ,Linux,None,18,Intel Xeon E5 (Broadwell),Cray XC40,Cray XC,Custom Interconnect,Aries interconnect ,South-central Asia,Asia,50296,179416
58,54.0,53,54,,"Apollo 6500 XL270d Gen10, Xeon Gold 6150/6152 18C 2.7GHz, Mellanox InfiniBand EDR, NVIDIA Tesla V100 SXM2",SAKURA Internet Inc. / Prunus Solutions Inc.,HPE,Japan,2019,Industry,65208,61440.0,3712.0,5365.0944,1769472.0,,87.12,,,,Cluster,Xeon Gold 6150 18C 2.7GHz,Intel Skylake,2700,CentOS,Linux,NVIDIA Tesla V100 SXM2,18,Xeon Gold,Apollo 6500 XL270d Gen10,HP Apollo,Infiniband,Mellanox InfiniBand EDR,Eastern Asia,Asia,50809,179696
59,,54,59,JOLIOT-CURIE ROME,"Bull Sequana XH2000 , AMD Rome 7H12 64C 2.6GHz, Mellanox InfiniBand HDR",CEA/TGCC-GENCI,Atos,France,2019,Research,160000,,3686.32,6656.0,2918400.0,,52.7,795.0,Submitted,4.637,Cluster,AMD Rome 7H12 64C 2.6GHz,AMD Zen-2 (Rome),2600,bullx SCS,Linux,None,64,AMD Rome,Bull Sequana XH2000 ,Bull Sequana,Infiniband,Mellanox InfiniBand HDR,Western Europe,Europe,50414,179700
61,55.0,52,52,Joule 2.0,"HP ProLiant XL170r/XL190r/DL360 Gen10, Xeon Gold 6148 20C 2.4GHz, Intel Omni-Path, NVIDIA Tesla P100",DOE/National Energy Technology Laboratory,HPE,United States,2018,Research,86400,11200.0,3608.62,5750.784,4049664.0,,,,,,Cluster,Xeon Gold 6148 20C 2.4GHz,Intel Skylake,2400,Linux,Linux,NVIDIA Tesla P100,20,Xeon Gold,HP ProLiant XL170r/XL190r/DL360 Gen10,HP Cluster,Omnipath,Intel Omni-Path,North America,Americas,50452,179599
62,56.0,44,10,,"Cray CS-Storm, Intel Xeon E5-2660v2 10C 2.2GHz, Infiniband FDR, Nvidia K40",Government,Cray/HPE,United States,2014,Government,72800,62400.0,3577.0,6131.84,2336000.0,,,1498.9,Submitted,2.386,Cluster,Xeon E5-2660v2 10C 2.2GHz,Intel IvyBridge,2200,Linux,Linux,NVIDIA Tesla K40,10,Intel Xeon E5 (IvyBridge),Cray CS-Storm,Cray CS-Storm,Infiniband,Infiniband FDR,North America,Americas,50046,178445
63,57.0,45,13,,"Cray CS-Storm, Intel Xeon E5-2660v2 10C 2.2GHz, Infiniband FDR, Nvidia K40",Government,Cray/HPE,United States,2015,Government,72800,62400.0,3577.0,6131.84,2336000.0,,,1498.9,Submitted,2.386,Cluster,Xeon E5-2660v2 10C 2.2GHz,Intel IvyBridge,2200,Linux,Linux,NVIDIA Tesla K40,10,Intel Xeon E5 (IvyBridge),Cray CS-Storm,Cray CS-Storm,Infiniband,Infiniband FDR,North America,Americas,50046,178519
64,58.0,49,29,ONYX,"Cray XC40, Intel Xeon Phi 7230 64C 1.3GHz/Xeon E5-2699v4, Aries interconnect ",ERDC DSRC,Cray/HPE,United States,2017,Research,160304,,3409.61,5865.5232,3388608.0,,,,,,MPP,Intel Xeon Phi 7230 64C 1.3GHz,Intel Xeon Phi,1300,Cray Linux Environment ,Linux,None,64,Intel Xeon Phi,Cray XC40,Cray XC,Custom Interconnect,Aries interconnect ,North America,Americas,47771,179100
65,59.0,45,15,Topaz,"SGI ICE X, Xeon E5-2699v3 18C 2.3GHz, Infiniband FDR",ERDC DSRC,HPE,United States,2015,Research,124200,,3318.95,4570.56,5779200.0,,,5175.0,Derived,0.641,Cluster,Xeon E5-2699v3 18C 2.3GHz,Intel Haswell,2300,SUSE Linux Enterprise Server 11,Linux,None,18,Intel Xeon E5 (Haswell),SGI ICE X,SGI ICE,Infiniband,Infiniband FDR,North America,Americas,47771,178523
66,60.0,49,31,,"NVIDIA DGX-1/Relion 2904GT, Xeon E5-2698v4 20C 2.2GHz/ E5-2650v4, Infiniband EDR, NVIDIA Tesla P100/Quadro GP100",Facebook,Self-made,United States,2017,Industry,60512,55552.0,3307.0,4896.512,1419545.0,,,349.5,Submitted,9.462,Cluster,Xeon E5-2698v4 20C 2.2GHz,Intel Broadwell,2200,Ubuntu Linux,Linux,NVIDIA Tesla P100,20,Intel Xeon E5 (Broadwell),NVIDIA DGX-1/Relion 2904GT,Hybrid Cluster,Infiniband,Infiniband EDR,North America,Americas,50701,179068
67,61.0,48,28,DGX Saturn V,"NVIDIA DGX-1, Xeon E5-2698v4 20C 2.2GHz, Infiniband EDR, NVIDIA Tesla P100",NVIDIA Corporation,Nvidia,United States,2016,Industry,60512,55552.0,3307.0,4896.512,1419552.0,,67.422,349.5,Submitted,9.462,Cluster,Xeon E5-2698v4 20C 2.2GHz,Intel Broadwell,2200,Ubuntu 14.04,Linux,NVIDIA Tesla P100,20,Intel Xeon E5 (Broadwell),NVIDIA DGX-1,NVIDIA DGX,Infiniband,Infiniband EDR,North America,Americas,48448,178928
68,63.0,51,47,Damson,"Bull Sequana X1000, Xeon E5-2697v4 18C 2.3GHz, Infiniband EDR",AWE,Atos,United Kingdom,2017,Research,113832,,3243.41,3791.5776,5543424.0,,,1134.0,Submitted,2.86,Cluster,Xeon E5-2697v4 18C 2.3GHz,Intel Broadwell,2300,bullx SCS,Linux,None,18,Intel Xeon E5 (Broadwell),Bull Sequana X1000,Bull Sequana,Infiniband,Infiniband EDR,Northern Europe,Europe,47363,179409
