Rank,Name,Computer,Site,Manufacturer,Country,Year,Segment,Total Cores,Accelerator Cores,Rmax,Rpeak,Effeciency (%),Nmax,Nhalf,Power,Mflops/Watt,Architecture,Processor,Processor Technology,Processor Speed (MHz),Operating System,OS Family,Accelerator,Cores per Socket,Processor Generation,System Model,System Family,Interconnect Family,Interconnect,Region,Continent
349,,"Cluster Platform 3000 BL490c, Xeon X5670 6C 2.93 GHz, Gigabit Ethernet",Computacenter AG & Co. oHG,Hewlett-Packard,Germany,2011,Industry,9564,0,58721.0,112090.08,52.39,0,0,,,Cluster,Xeon X5670 6C 2.93GHz,Intel Nehalem,2930,Linux,Linux,None,6,Xeon X56xx (Westmere-EP),Cluster Platform 3000 BL490c,HP Cluster Platform 3000BL,Gigabit Ethernet,Gigabit Ethernet,Western Europe,Europe
350,,"Cluster Platform 3000 BL460c G1, Xeon L5420 2.5 GHz, GigE",Computacenter (UK) LTD,Hewlett-Packard,United Kingdom,2010,Industry,11280,0,58705.6,112800.0,52.04,0,0,,,Cluster,Xeon L5420 4C 2.50GHz,Intel Core,2500,Linux,Linux,None,4,"Xeon 5400-series ""Harpertown""",Cluster Platform 3000 BL460c G1,HP Cluster Platform 3000BL,Gigabit Ethernet,Gigabit Ethernet,Northern Europe,Europe
351,,"xSeries x3650 Cluster Xeon QC GT 2.66 GHz, Infiniband",Classified,IBM,United Kingdom,2011,Classified,6368,0,58675.32,67908.35,86.4,0,0,279.4,210.0,Cluster,Xeon X5550 4C 2.66GHz,Intel EM64T,2660,Linux,Linux,None,4,Xeon X55xx (Nehalem-EP),xSeries x3650 Cluster Xeon quad core,IBM xSeries,Infiniband,Infiniband,Northern Europe,Europe
352,,"BladeCenter HS22 Cluster (WM), Xeon X5670 6C 2.93 GHz, Infiniband",Lockheed Martin,IBM,United States,2011,Industry,5640,0,58335.0,66101.0,88.25,0,0,158.26,368.6,Cluster,Xeon X5670 6C 2.93GHz,Intel Nehalem,2930,Linux,Linux,None,6,Xeon X56xx (Westmere-EP),BladeCenter HS22 Cluster (WM),IBM BladeCenter,Infiniband,Infiniband,North America,Americas
353,,"Cluster Platform 3000 BL460c G7, Xeon X5675 6C 3.06 GHz, Gigabit Ethernet",IT Service Provider (D),Hewlett-Packard,United States,2011,Industry,9078,0,58318.0,111114.72,52.48,0,0,,,Cluster,Xeon X5675 6C 3.06GHz,Intel Nehalem,3060,Linux,Linux,None,6,Xeon X56xx (Westmere-EP),Cluster Platform 3000 BL460c G7,HP Cluster Platform 3000BL,Gigabit Ethernet,Gigabit Ethernet,North America,Americas
354,,"Power 750, Power7 3.86 GHz, 10GigE",IBM Thomas J. Watson Research Center,IBM,United States,2011,Research,2560,0,58310.0,79053.0,73.76,0,0,120.56,483.66,MPP,POWER7 8C 3.86GHz,Power,3860,SUSE Linux,Linux,None,8,POWER7,Power 750,IBM pSeries,Gigabit Ethernet,10G Ethernet,North America,Americas
355,,"Cluster Platform SL2x170z, Xeon L5640 6C 2.26 GHz, Gigabit Ethernet",Bank,Hewlett-Packard,France,2011,Industry,12384,0,58017.0,111951.36,51.82,0,0,,,Cluster,Xeon L5640 6C 2.26GHz,Intel EM64T,2260,Linux,Linux,None,6,Xeon L56xx (Westmere-EP),Cluster Platform SL2x170z,HP Cluster Platform 3000SL,Gigabit Ethernet,Gigabit Ethernet,Western Europe,Europe
357,,"Cluster Platform 4000 BL685c G7, Opteron 6136 8C 2.40 GHz, Gigabit Ethernet",IT Services Provider (B),Hewlett-Packard,China,2011,Industry,11616,0,57628.0,111513.6,51.68,0,0,,,Cluster,Opteron 6136 8C 2.40GHz,AMD x86_64,2400,Linux,Linux,None,8,Opteron 8 Core,Cluster Platform 4000 BL685c G7,HP Cluster Platform 4000BL,Gigabit Ethernet,Gigabit Ethernet,Eastern Asia,Asia
358,,"HP SL390s/170s  G7, Xeon X5650 6C 2.66 GHz, Gigabit Ethernet",Geoscience (P),Hewlett-Packard,United States,2011,Industry,10368,0,57614.0,110315.52,52.23,0,0,,,Cluster,Xeon X5650 6C 2.66GHz,Intel Nehalem,2660,Linux,Linux,None,6,Xeon X56xx (Westmere-EP),HP SL390s/170s  G7,HP Cluster Platform 3000SL,Gigabit Ethernet,Gigabit Ethernet,North America,Americas
359,,"Cluster Platform 3000 BL460c G6, Xeon L5520 2.26 GHz, Infiniband",Financial Institution,Hewlett-Packard,United States,2011,Industry,8192,0,57554.5,74055.7,77.72,0,0,,,Cluster,Xeon L5520 4C 2.26GHz,Intel EM64T,2260,Linux,Linux,None,4,Xeon L55xx (Nehalem-EP),Cluster Platform 3000 BL460c G6,HP Cluster Platform 3000BL,Infiniband,Infiniband,North America,Americas
361,,"Cluster Platform BL460c/280c G7, Xeon X5650 6C 2.66 GHz, Gigabit Ethernet",Service Provider,Hewlett-Packard,United States,2011,Industry,10320,0,57358.0,109804.8,52.24,0,0,,,Cluster,Xeon X5650 6C 2.66GHz,Intel Nehalem,2660,Linux,Linux,None,6,Xeon X56xx (Westmere-EP),Cluster Platform 3000 BL460c/280c G7,HP Cluster Platform 3000BL,Gigabit Ethernet,Gigabit Ethernet,North America,Americas
362,,"Cluster Platform 3000 BL460c G7, Xeon X5675 6C 3.06 GHz, Gigabit Ethernet",IT Service Provider,Hewlett-Packard,United States,2011,Industry,8850,0,56903.0,108324.0,52.53,0,0,,,Cluster,Xeon X5675 6C 3.06GHz,Intel Nehalem,3060,Linux,Linux,None,6,Xeon X56xx (Westmere-EP),Cluster Platform 3000 BL460c G7,HP Cluster Platform 3000BL,Gigabit Ethernet,Gigabit Ethernet,North America,Americas
363,,"Cluster Platform 3000 BL460c G7, Xeon X5675 6C 3.06 GHz, Gigabit Ethernet",IT Service Provider,Hewlett-Packard,United States,2011,Industry,8850,0,56903.0,108324.0,52.53,0,0,,,Cluster,Xeon X5675 6C 3.06GHz,Intel Nehalem,3060,Linux,Linux,None,6,Xeon X56xx (Westmere-EP),Cluster Platform 3000 BL460c G7,HP Cluster Platform 3000BL,Gigabit Ethernet,Gigabit Ethernet,North America,Americas
364,,"Cluster Platform 3000 BL460c G7, Xeon X5675 6C 3.06 GHz, Gigabit Ethernet",IT Service Provider,Hewlett-Packard,United States,2011,Industry,8850,0,56903.0,108324.0,52.53,0,0,,,Cluster,Xeon X5675 6C 3.06GHz,Intel Nehalem,3060,Linux,Linux,None,6,Xeon X56xx (Westmere-EP),Cluster Platform 3000 BL460c G7,HP Cluster Platform 3000BL,Gigabit Ethernet,Gigabit Ethernet,North America,Americas
365,,"iDataPlex, Xeon X56xx 6C 2.66 GHz, Infiniband",Banking (M),IBM,United States,2010,Industry,6048,0,56790.8,64350.72,88.25,0,0,141.0,402.77,Cluster,Xeon X5650 6C 2.66GHz,Intel Nehalem,2660,Linux,Linux,None,6,Xeon X56xx (Westmere-EP),xSeries iDataPlex,IBM iDataPlex,Infiniband,Infiniband,North America,Americas
367,Plasma Simulator,"Hitachi SR16000 Model L2/128, Power6 4.7Ghz, Infiniband",National Institute for Fusion Science (NIFS),Hitachi,Japan,2009,Research,4096,0,56650.0,77004.8,73.57,1100000,0,645.0,87.83,MPP,POWER6 2C 4.70GHz,Power,4700,AIX,Unix,None,2,POWER6,Hitachi SR16000 Model L2,Hitachi SR16000,Infiniband,Infiniband,Eastern Asia,Asia
369,,"Cluster Platform 3000 BL460c G7, Xeon E5620 2.4 Ghz, GigE",Web Company (C),Hewlett-Packard,China,2011,Industry,11292,0,56414.8,108403.2,52.04,0,0,,,Cluster,Xeon E5620 4C 2.40GHz,Intel EM64T,2400,Linux,Linux,None,4,Xeon E56xx (Westmere-EP),Cluster Platform 3000 BL460c G7,HP Cluster Platform 3000BL,Gigabit Ethernet,Gigabit Ethernet,Eastern Asia,Asia
370,,"xSeries x3550M3 Cluster, Xeon X5670 6C 2.93 GHz, Gigabit Ethernet",Engineering Company,IBM,China,2011,Industry,9984,0,56260.0,117012.0,48.08,0,0,317.82,177.02,Cluster,Xeon X5670 6C 2.93GHz,Intel Nehalem,2930,Linux,Linux,None,6,Xeon X56xx (Westmere-EP),xSeries x3550M3 Cluster,IBM xSeries,Gigabit Ethernet,Gigabit Ethernet,Eastern Asia,Asia
371,,"xSeries x3550M3 Cluster, Xeon X5670 6C 2.93 GHz, Gigabit Ethernet",Engineering Company,IBM,China,2011,Industry,9984,0,56260.0,117012.0,48.08,0,0,317.82,177.02,Cluster,Xeon X5670 6C 2.93GHz,Intel Nehalem,2930,Linux,Linux,None,6,Xeon X56xx (Westmere-EP),xSeries x3550M3 Cluster,IBM xSeries,Gigabit Ethernet,Gigabit Ethernet,Eastern Asia,Asia
372,Jade,Cray XT4 QuadCore 2.1 GHz,ERDC DSRC,Cray Inc.,United States,2008,Research,8464,0,56250.0,71097.0,79.12,0,0,418.0,134.57,MPP,Opteron Quad Core 4C 2.10GHz,AMD x86_64,2100,CNL,Linux,None,4,Opteron Quad Core,Cray XT4 QuadCore,Cray XT,Proprietary Network,XT4 Internal Interconnect,North America,Americas
373,,"xSeries x3650M3, Xeon X56xx 2.53 GHz, GigE",Internet Service,IBM,China,2011,Industry,9960,0,56124.99,100795.2,55.68,0,0,302.12,185.77,Cluster,Xeon E5649 6C 2.53GHz,Intel EM64T,2530,Linux,Linux,None,6,Xeon E56xx (Westmere-EP),xSeries x3650M3 Cluster,IBM xSeries,Gigabit Ethernet,Gigabit Ethernet,Eastern Asia,Asia
374,,"xSeries x3650M3, Xeon X56xx 2.53 GHz, GigE",Internet Service,IBM,China,2011,Industry,9960,0,56124.99,100795.2,55.68,0,0,302.12,185.77,Cluster,Xeon E5649 6C 2.53GHz,Intel EM64T,2530,Linux,Linux,None,6,Xeon E56xx (Westmere-EP),xSeries x3650M3 Cluster,IBM xSeries,Gigabit Ethernet,Gigabit Ethernet,Eastern Asia,Asia
375,,"xSeries x3650M3, Xeon X56xx 2.53 GHz, GigE",Internet Service,IBM,China,2011,Industry,9960,0,56124.99,100795.2,55.68,0,0,302.12,185.77,Cluster,Xeon E5649 6C 2.53GHz,Intel EM64T,2530,Linux,Linux,None,6,Xeon E56xx (Westmere-EP),xSeries x3650M3 Cluster,IBM xSeries,Gigabit Ethernet,Gigabit Ethernet,Eastern Asia,Asia
376,,"BladeCenter HS22 Cluster (WM), Xeon X5670 6C 2.93 GHz, Infiniband",Classified,IBM,United Kingdom,2011,Classified,5412,0,55977.0,63429.0,88.25,0,0,151.86,368.61,Cluster,Xeon X5670 6C 2.93GHz,Intel Nehalem,2930,Linux,Linux,None,6,Xeon X56xx (Westmere-EP),BladeCenter HS22 Cluster (WM),IBM BladeCenter,Infiniband,Infiniband,Northern Europe,Europe
377,,"Cluster Platform 3000 280c G7, Xeon X5672 4C 3.20 GHz, Infiniband QDR",IT Service Provider,Hewlett-Packard,United States,2011,Industry,5568,0,55957.0,71270.4,78.51,0,0,,,Cluster,Xeon X5672 4C 3.20GHz,Intel Nehalem,3200,Linux,Linux,None,4,Xeon X56xx (Westmere-EP),Cluster Platform 3000 280c G7,HP Cluster Platform 3000BL,Infiniband,Infiniband QDR,North America,Americas
378,,"xSeries x3650M2 Cluster, Xeon QC E55xx 2.26 Ghz, GigE",Service Provider,IBM,Japan,2010,Industry,11640,0,55944.75,105551.52,53.0,0,0,510.0,109.7,Cluster,Xeon E5520 4C 2.27GHz,Intel EM64T,2267,Linux,Linux,None,4,Xeon E55xx (Nehalem-EP),xSeries x3650M2 Cluster Xeon QC,IBM xSeries,Gigabit Ethernet,Gigabit Ethernet,Eastern Asia,Asia
379,,"Cluster Platform 3000 BL460c G6, Xeon E5670 2.93 GHz, GigE",IT Service Provider,Hewlett-Packard,United States,2010,Industry,9072,0,55804.7,106323.8,52.49,0,0,,,Cluster,Xeon X5670 6C 2.93GHz,Intel Nehalem,2930,Linux,Linux,None,6,Xeon X56xx (Westmere-EP),Cluster Platform 3000 BL460c G6,HP Cluster Platform 3000BL,Gigabit Ethernet,Gigabit Ethernet,North America,Americas
380,,"Cluster Platform 3000 BL460c G6, Xeon E5670 2.93 GHz, GigE",IT Service Provider,Hewlett-Packard,United States,2010,Industry,9072,0,55804.7,106323.8,52.49,0,0,,,Cluster,Xeon X5670 6C 2.93GHz,Intel Nehalem,2930,Linux,Linux,None,6,Xeon X56xx (Westmere-EP),Cluster Platform 3000 BL460c G6,HP Cluster Platform 3000BL,Gigabit Ethernet,Gigabit Ethernet,North America,Americas
381,,"BladeCenter HS22 Cluster, Xeon QC E5xx 2.53 GHz, GigEthernet",Network Company,IBM,China,2011,Industry,9856,0,55755.0,99742.72,55.9,0,0,311.61,178.93,Cluster,Xeon E5540 4C 2.53GHz,Intel EM64T,2530,Linux,Linux,None,4,Xeon E55xx (Nehalem-EP),BladeCenter HS22 Cluster,IBM BladeCenter,Gigabit Ethernet,Gigabit Ethernet,Eastern Asia,Asia
382,,"BladeCenter HS22 Cluster, Xeon QC E5xx 2.53 GHz, GigEthernet",Network Company,IBM,China,2011,Industry,9856,0,55755.0,99742.72,55.9,0,0,311.61,178.93,Cluster,Xeon E5540 4C 2.53GHz,Intel EM64T,2530,Linux,Linux,None,4,Xeon E55xx (Nehalem-EP),BladeCenter HS22 Cluster,IBM BladeCenter,Gigabit Ethernet,Gigabit Ethernet,Eastern Asia,Asia
383,,"iDataPlex, Xeon X55xx QC 2.8 GHz, Infiniband",Geoscience,IBM,United States,2011,Industry,6048,0,55727.0,67738.0,82.27,0,0,211.68,263.26,Cluster,Xeon X5560 4C 2.80GHz,Intel EM64T,2800,Linux,Linux,None,4,Xeon X55xx (Nehalem-EP),xSeries iDataPlex,IBM iDataPlex,Infiniband,Infiniband,North America,Americas
384,,"iDataPlex, Xeon X55xx QC 2.8 GHz, Infiniband",Geoscience,IBM,United States,2011,Industry,6048,0,55727.0,67738.0,82.27,0,0,211.68,263.26,Cluster,Xeon X5560 4C 2.80GHz,Intel EM64T,2800,Linux,Linux,None,4,Xeon X55xx (Nehalem-EP),xSeries iDataPlex,IBM iDataPlex,Infiniband,Infiniband,North America,Americas
385,,"iDataPlex, Xeon X55xx QC 2.8 GHz, Infiniband",Geoscience,IBM,United States,2011,Industry,6048,0,55727.0,67738.0,82.27,0,0,211.68,263.26,Cluster,Xeon X5560 4C 2.80GHz,Intel EM64T,2800,Linux,Linux,None,4,Xeon X55xx (Nehalem-EP),xSeries iDataPlex,IBM iDataPlex,Infiniband,Infiniband,North America,Americas
386,,"iDataPlex, Xeon X55xx QC 2.8 GHz, Infiniband",Geoscience,IBM,United States,2011,Industry,6048,0,55727.0,67738.0,82.27,0,0,211.68,263.26,Cluster,Xeon X5560 4C 2.80GHz,Intel EM64T,2800,Linux,Linux,None,4,Xeon X55xx (Nehalem-EP),xSeries iDataPlex,IBM iDataPlex,Infiniband,Infiniband,North America,Americas
387,,"Cluster Platform 3000 BL460c G7, Xeon X5650 2.66 Ghz, GigE",IT Services Provider (D),Hewlett-Packard,United States,2011,Industry,10014,0,55722.1,106549.0,52.3,0,0,,,Cluster,Xeon X5650 6C 2.66GHz,Intel Nehalem,2660,Linux,Linux,None,6,Xeon X56xx (Westmere-EP),Cluster Platform 3000 BL460c G7,HP Cluster Platform 3000BL,Gigabit Ethernet,Gigabit Ethernet,North America,Americas
388,,"BladeCenter HS22 Cluster, WM Xeon 6-core 2.66Ghz, Infiniband",Classified,IBM,United Kingdom,2011,Classified,5880,0,55656.0,62563.0,88.96,0,0,157.08,354.32,Cluster,Xeon X5650 6C 2.66GHz,Intel Nehalem,2660,Linux,Linux,None,6,Xeon X56xx (Westmere-EP),BladeCenter HS22 Cluster (WM),IBM BladeCenter,Infiniband,Infiniband,Northern Europe,Europe
389,,"BladeCenter HS22 Cluster, WM Xeon 6-core 2.66Ghz, Infiniband",Classified,IBM,United Kingdom,2011,Classified,5880,0,55656.0,62563.0,88.96,0,0,157.08,354.32,Cluster,Xeon X5650 6C 2.66GHz,Intel Nehalem,2660,Linux,Linux,None,6,Xeon X56xx (Westmere-EP),BladeCenter HS22 Cluster (WM),IBM BladeCenter,Infiniband,Infiniband,Northern Europe,Europe
390,,"BladeCenter HS22 Cluster, WM Xeon 6-core 2.66Ghz, Infiniband",Classified,IBM,United Kingdom,2011,Classified,5880,0,55656.0,62563.0,88.96,0,0,157.08,354.32,Cluster,Xeon X5650 6C 2.66GHz,Intel Nehalem,2660,Linux,Linux,None,6,Xeon X56xx (Westmere-EP),BladeCenter HS22 Cluster (WM),IBM BladeCenter,Infiniband,Infiniband,Northern Europe,Europe
391,,"HP DL180 Cluster G6, Xeon E5620 2.4 GHz, GigE",Social NW Provider,Hewlett-Packard,United States,2011,Industry,11120,0,55592.0,106752.0,52.08,0,0,,,Cluster,Xeon E5620 4C 2.40GHz,Intel EM64T,2400,Linux,Linux,None,4,Xeon E56xx (Westmere-EP),HP DL180 Cluster G6,HP Cluster Platform 3000,Gigabit Ethernet,Gigabit Ethernet,North America,Americas
392,,"Cluster Platform 3000 BL460c G7, Xeon X5670 6C 2.93 GHz, Gigabit Ethernet",IT Service Provider (D),Hewlett-Packard,United States,2011,Industry,9042,0,55591.0,105972.24,52.46,0,0,,,Cluster,Xeon X5670 6C 2.93GHz,Intel Nehalem,2930,Linux,Linux,None,6,Xeon X56xx (Westmere-EP),Cluster Platform 3000 BL460c G7,HP Cluster Platform 3000BL,Gigabit Ethernet,Gigabit Ethernet,North America,Americas
393,,"xSeries x3650M3, Xeon X56xx 2.93 GHz, GigE",Bank (J),IBM,United Kingdom,2011,Industry,9864,0,55584.0,115606.08,48.08,0,0,314.0,177.02,Cluster,Xeon X5670 6C 2.93GHz,Intel Nehalem,2930,Linux,Linux,None,6,Xeon X56xx (Westmere-EP),xSeries x3650M3 Cluster,IBM xSeries,Gigabit Ethernet,Gigabit Ethernet,Northern Europe,Europe
394,,"xSeries x3650M3, Xeon X56xx 2.93 GHz, GigE",Bank (J),IBM,United Kingdom,2011,Industry,9864,0,55584.0,115606.08,48.08,0,0,314.0,177.02,Cluster,Xeon X5670 6C 2.93GHz,Intel Nehalem,2930,Linux,Linux,None,6,Xeon X56xx (Westmere-EP),xSeries x3650M3 Cluster,IBM xSeries,Gigabit Ethernet,Gigabit Ethernet,Northern Europe,Europe
395,,"iDataPlex, Xeon E55xx QC 2.26 GHz, Infiniband",Digital Media,IBM,United States,2011,Industry,6752,0,55573.89,61227.14,90.77,0,0,187.89,295.78,Cluster,Xeon E5520 4C 2.27GHz,Intel EM64T,2267,Linux,Linux,None,4,Xeon E55xx (Nehalem-EP),xSeries iDataPlex,IBM iDataPlex,Infiniband,Infiniband,North America,Americas
396,,"Cluster Platform 3000 BL460c, Xeon E5450 4C 3.00GHz, Gigabit Ethernet",Logistic Services (C),Hewlett-Packard,United States,2009,Industry,8800,0,55429.0,105600.0,52.49,0,0,,,Cluster,Xeon E5450 4C 3.00GHz,Intel Core,3000,Linux,Linux,None,4,"Xeon 5400-series ""Harpertown""",Cluster Platform 3000 BL460c,HP Cluster Platform 3000BL,Gigabit Ethernet,Gigabit Ethernet,North America,Americas
397,,"HP DL160 Cluster G6, Xeon E5640 2.53 GHz, GigE",Web Content Provider,Hewlett-Packard,United States,2011,Industry,10480,0,55366.3,106057.6,52.2,0,0,,,Cluster,Xeon E5540 4C 2.53GHz,Intel EM64T,2530,Linux,Linux,None,4,Xeon E55xx (Nehalem-EP),HP DL160 Cluster G6,HP Cluster Platform 3000,Gigabit Ethernet,Gigabit Ethernet,North America,Americas
398,,"Cluster Platform 3000 SL160z, Xeon X5650 2.66 GHz, GigE",Web Company (F),Hewlett-Packard,United States,2011,Industry,9918,0,55208.2,105527.5,52.32,0,0,,,Cluster,Xeon X5650 6C 2.66GHz,Intel Nehalem,2660,Linux,Linux,None,6,Xeon X56xx (Westmere-EP),Cluster Platform SL160z,HP Cluster Platform 3000SL,Gigabit Ethernet,Gigabit Ethernet,North America,Americas
399,,"Cluster Platform 3000 SL160z, Xeon X5650 2.66 GHz, GigE",Web Company (F),Hewlett-Packard,United States,2011,Industry,9918,0,55208.2,105527.5,52.32,0,0,,,Cluster,Xeon X5650 6C 2.66GHz,Intel Nehalem,2660,Linux,Linux,None,6,Xeon X56xx (Westmere-EP),Cluster Platform SL160z,HP Cluster Platform 3000SL,Gigabit Ethernet,Gigabit Ethernet,North America,Americas
400,,"Cluster Platform 3000 SL160z, Xeon X5650 2.66 GHz, GigE",Web Company (F),Hewlett-Packard,United States,2011,Industry,9918,0,55208.2,105527.5,52.32,0,0,,,Cluster,Xeon X5650 6C 2.66GHz,Intel Nehalem,2660,Linux,Linux,None,6,Xeon X56xx (Westmere-EP),Cluster Platform SL160z,HP Cluster Platform 3000SL,Gigabit Ethernet,Gigabit Ethernet,North America,Americas
401,,"BladeCenter HS22 Cluster, Xeon E5540 4C 2.53 GHz, Gigabit Ethernet",Network Company,IBM,China,2011,Industry,9744,0,55122.0,98609.28,55.9,0,0,308.07,178.93,Cluster,Xeon E5540 4C 2.53GHz,Intel EM64T,2530,Linux,Linux,None,4,Xeon E55xx (Nehalem-EP),BladeCenter HS22 Cluster,IBM BladeCenter,Gigabit Ethernet,Gigabit Ethernet,Eastern Asia,Asia
402,,"BladeCenter HS22 Cluster, Xeon E5540 4C 2.53 GHz, Gigabit Ethernet",Network Company,IBM,China,2011,Industry,9744,0,55122.0,98609.28,55.9,0,0,308.07,178.93,Cluster,Xeon E5540 4C 2.53GHz,Intel EM64T,2530,Linux,Linux,None,4,Xeon E55xx (Nehalem-EP),BladeCenter HS22 Cluster,IBM BladeCenter,Gigabit Ethernet,Gigabit Ethernet,Eastern Asia,Asia
403,,"Power 575, p6 4.7 GHz, Infiniband",Indian Institute of Tropical Meteorology,IBM,India,2010,Research,3744,0,55110.0,70387.2,78.3,0,0,598.0,92.16,MPP,POWER6 2C 4.70GHz,Power,4700,AIX,Unix,None,2,POWER6,pSeries 575,IBM pSeries,Infiniband,Infiniband,South-central Asia,Asia
404,,"HP DL160 Cluster G6, Xeon E5620 2.4 GHz, GigE",Web Content Provider,Hewlett-Packard,United States,2011,Industry,11012,0,55075.1,105715.2,52.1,0,0,,,Cluster,Xeon E5620 4C 2.40GHz,Intel EM64T,2400,Linux,Linux,None,4,Xeon E56xx (Westmere-EP),HP DL160 Cluster G6,HP Cluster Platform 3000,Gigabit Ethernet,Gigabit Ethernet,North America,Americas
405,,"Cluster Platform 3000 BL460c G7, Xeon X5670 6C 2.93 GHz, Gigabit Ethernet",IT Service Provider (D),Hewlett-Packard,United States,2011,Industry,8952,0,55054.0,104917.44,52.47,0,0,,,Cluster,Xeon X5670 6C 2.93GHz,Intel Nehalem,2930,Linux,Linux,None,6,Xeon X56xx (Westmere-EP),Cluster Platform 3000 BL460c G7,HP Cluster Platform 3000BL,Gigabit Ethernet,Gigabit Ethernet,North America,Americas
406,,"HP DL180 Cluster G6, Xeon E5540 2.53 GHz, GigE",Web Company (F),Hewlett-Packard,United States,2011,Industry,10416,0,55041.7,105409.9,52.22,0,0,,,Cluster,Xeon E5540 4C 2.53GHz,Intel EM64T,2530,Linux,Linux,None,4,Xeon E55xx (Nehalem-EP),HP DL180 Cluster G6,HP Cluster Platform 3000,Gigabit Ethernet,Gigabit Ethernet,North America,Americas
407,,"HP DL180 Cluster G6, Xeon E5540 2.53 GHz, GigE",Web Company (F),Hewlett-Packard,United States,2011,Industry,10416,0,55041.7,105409.9,52.22,0,0,,,Cluster,Xeon E5540 4C 2.53GHz,Intel EM64T,2530,Linux,Linux,None,4,Xeon E55xx (Nehalem-EP),HP DL180 Cluster G6,HP Cluster Platform 3000,Gigabit Ethernet,Gigabit Ethernet,North America,Americas
408,,"xSeries x3650M3, Xeon X56xx 2.53 GHz, GigE",Service Provider,IBM,Japan,2011,Industry,9732,0,54840.21,98487.84,55.68,0,0,295.2,185.77,Cluster,Xeon E5649 6C 2.53GHz,Intel EM64T,2530,Linux,Linux,None,6,Xeon E56xx (Westmere-EP),xSeries x3650M3 Cluster,IBM xSeries,Gigabit Ethernet,Gigabit Ethernet,Eastern Asia,Asia
409,,"xSeries x3650M3, Xeon X56xx 2.53 GHz, GigE",Service Provider,IBM,Japan,2011,Industry,9732,0,54840.21,98487.84,55.68,0,0,295.2,185.77,Cluster,Xeon E5649 6C 2.53GHz,Intel EM64T,2530,Linux,Linux,None,6,Xeon E56xx (Westmere-EP),xSeries x3650M3 Cluster,IBM xSeries,Gigabit Ethernet,Gigabit Ethernet,Eastern Asia,Asia
410,,"xSeries x3650M3, Xeon X56xx 2.53 GHz, GigE",Service Provider,IBM,Japan,2011,Industry,9732,0,54840.21,98487.84,55.68,0,0,295.2,185.77,Cluster,Xeon E5649 6C 2.53GHz,Intel EM64T,2530,Linux,Linux,None,6,Xeon E56xx (Westmere-EP),xSeries x3650M3 Cluster,IBM xSeries,Gigabit Ethernet,Gigabit Ethernet,Eastern Asia,Asia
411,,"Cluster Platform SL165z G7, Opteron 6174 2.2 Ghz, Infiniband",Web Content Provider(P),Hewlett-Packard,Germany,2011,Industry,12000,0,54806.0,105600.0,51.9,0,0,,,Cluster,Opteron 6174 12C 2.20GHz,AMD x86_64,2200,Linux,Linux,None,12,Opteron 12 Core,Cluster Platform SL165z G7,HP Cluster Platform 3000SL,Infiniband,Infiniband QDR,Western Europe,Europe
412,,"Cluster Platform 4000 BL685c G7, Opteron 12C 2.1 Ghz, GigE",IT Service Provider,Hewlett-Packard,United Kingdom,2011,Industry,12552,0,54605.3,105436.8,51.79,0,0,,,Cluster,Opteron 6172 12C 2.10GHz,AMD x86_64,2100,Linux,Linux,None,12,Opteron 12 Core,Cluster Platform 4000 BL685c G7,HP Cluster Platform 4000BL,Gigabit Ethernet,Gigabit Ethernet,Northern Europe,Europe
413,,"Cluster Platform 3000 BL460c, Xeon E5450 4C 3.00GHz, Gigabit Ethernet",IT Service Provider (D),Hewlett-Packard,United States,2009,Industry,8640,0,54463.0,103680.0,52.53,0,0,,,Cluster,Xeon E5450 4C 3.00GHz,Intel Core,3000,Linux,Linux,None,4,"Xeon 5400-series ""Harpertown""",Cluster Platform 3000 BL460c,HP Cluster Platform 3000BL,Gigabit Ethernet,Gigabit Ethernet,North America,Americas
415,,"HP DL180 Cluster G6, Xeon E5540 2.53 GHz, GigE",Web Company (F),Hewlett-Packard,United States,2011,Industry,10240,0,54148.1,103628.8,52.25,0,0,,,Cluster,Xeon E5540 4C 2.53GHz,Intel EM64T,2530,Linux,Linux,None,4,Xeon E55xx (Nehalem-EP),HP DL180 Cluster G6,HP Cluster Platform 3000,Gigabit Ethernet,Gigabit Ethernet,North America,Americas
416,,"HP DL180 Cluster G6, Xeon E5540 2.53 GHz, GigE",Web Company (F),Hewlett-Packard,United States,2011,Industry,10240,0,54148.1,103628.8,52.25,0,0,,,Cluster,Xeon E5540 4C 2.53GHz,Intel EM64T,2530,Linux,Linux,None,4,Xeon E55xx (Nehalem-EP),HP DL180 Cluster G6,HP Cluster Platform 3000,Gigabit Ethernet,Gigabit Ethernet,North America,Americas
417,,"HP DL180 Cluster G6, Xeon E5540 2.53 GHz, GigE",Web Company (F),Hewlett-Packard,United States,2011,Industry,10240,0,54148.1,103628.8,52.25,0,0,,,Cluster,Xeon E5540 4C 2.53GHz,Intel EM64T,2530,Linux,Linux,None,4,Xeon E55xx (Nehalem-EP),HP DL180 Cluster G6,HP Cluster Platform 3000,Gigabit Ethernet,Gigabit Ethernet,North America,Americas
